object_id,fire_date,latitude,longitude,avg_temperature_2m_max,avg_temperature_2m_min,avg_temperature_2m_mean,avg_precipitation_sum,avg_snowfall_sum,avg_wind_speed_10m_max,avg_wind_gusts_10m_max,avg_relative_humidity_2m,avg_pressure_msl,avg_surface_pressure,avg_soil_temperature_0_to_7cm,avg_soil_moisture_0_to_7cm,Unnamed: 0
4536469,2018-07-29 22:51:00,35.4105567932129,-107.41527557373,24.9,11.8,18.25,1.2,0.0,13.05,33.650000000000006,53.708333333333336,1020.0666666666666,753.3229166666666,19.275,0.1847916666666667,
4536486,2018-09-09 23:19:00,35.5219459533691,-107.261947631836,24.8,11.75,17.95,0.0,0.0,19.35,44.45,45.1875,1015.825,775.3000000000001,20.25625,0.1472083333333333,
4536509,2018-02-17 23:00:00,35.5016670227051,-111.550834655762,8.9,-0.5499999999999999,3.5,0.0,0.0,19.6,32.8,49.375,1022.5979166666666,817.3729166666667,5.539583333333334,0.0743333333333333,
4536512,2018-03-06 20:25:00,35.4124984741211,-111.738891601563,4.65,-8.899999999999999,-3.65,0.0,0.0,17.6,44.3,37.520833333333336,1022.6645833333332,760.93125,-1.0520833333333333,0.23175,
4536535,2018-04-27 20:43:00,34.5569458007813,-111.159721374512,22.6,9.45,15.8,0.05,0.0,17.15,45.75,25.416666666666668,1014.5166666666668,795.9125,14.46875,0.1441458333333333,
4536555,2018-06-13 21:30:00,34.5691680908203,-111.313613891602,29.4,14.2,22.0,0.1,0.0,16.75,46.95,15.5,1012.7145833333334,797.7958333333332,20.279166666666665,0.1219583333333333,
4536604,2018-07-10 02:45:00,34.9583320617676,-111.707221984863,26.5,13.8,19.950000000000003,6.35,0.0,11.4,41.2,61.125,1019.1104166666668,809.4916666666667,20.8875,0.2056875,
4536606,2018-07-13 16:00:00,34.4711112976074,-111.290000915527,22.55,12.3,16.65,3.6,0.0,11.45,36.0,81.52083333333333,1019.7604166666666,787.6770833333334,16.458333333333332,0.3165625,
4536645,2018-07-18 02:16:00,35.4636116027832,-111.752777099609,24.2,14.65,19.25,2.9000000000000004,0.0,15.35,39.25,66.58333333333333,1019.5729166666666,784.2104166666668,18.747916666666665,0.3030625,
4536666,2018-07-21 02:00:00,34.8636093139648,-111.598609924316,26.8,17.5,21.6,1.75,0.0,12.45,34.55,63.520833333333336,1017.3583333333332,814.0416666666666,20.539583333333333,0.3514166666666667,
4536697,2018-07-29 15:26:00,34.9477767944336,-111.877502441406,27.700000000000003,15.5,20.75,2.85,0.0,11.35,36.75,62.25,1018.61875,811.05625,20.929166666666664,0.2837291666666666,
4536699,2018-07-29 17:55:00,34.970832824707,-111.859169006348,27.700000000000003,15.45,20.65,2.85,0.0,11.35,36.75,62.22916666666666,1018.61875,809.8416666666667,20.87708333333333,0.2837291666666666,
4536780,2018-11-26 23:41:00,35.3347206115723,-111.844444274902,7.699999999999999,-3.5500000000000003,0.85,0.0,0.0,15.65,32.4,37.85416666666666,1020.1145833333334,769.0812500000002,1.2145833333333331,0.1900625,
4536784,2018-12-17 15:08:00,35.0400009155273,-111.9375,11.3,1.6,5.199999999999999,0.1,0.035,12.65,32.2,37.708333333333336,1021.98125,811.5395833333332,4.070833333333334,0.2611666666666666,
4536790,2018-02-12 20:00:00,31.7719440460205,-110.85277557373,19.0,8.55,13.35,0.0,0.0,30.95,67.85,36.60416666666666,1010.7875,870.1875,15.979166666666666,0.0835,
4536794,2018-03-22 19:14:00,31.539722442627,-110.459167480469,24.65,10.1,16.5,0.0,0.0,18.7,51.65,26.39583333333333,1016.0458333333332,836.5812500000001,14.352083333333336,0.187625,
4536808,2018-05-22 21:00:00,33.7236099243164,-108.537223815918,22.0,7.45,14.85,0.7,0.0,23.35,79.0,24.45833333333333,1010.8270833333332,765.3895833333332,14.160416666666668,0.1372916666666666,
4536814,2018-06-03 23:00:00,32.9850006103516,-108.207778930664,29.25,14.4,22.0,2.35,0.0,18.3,61.2,18.666666666666668,1014.8020833333334,791.1354166666666,20.222916666666663,0.108,
4536817,2018-06-07 19:44:00,33.2238883972168,-108.964996337891,33.55,19.1,26.8,0.0,0.0,21.95,51.3,24.854166666666668,1010.68125,846.9354166666666,32.46666666666667,0.0720416666666666,
4536818,2018-06-10 20:51:00,33.3588905334473,-108.67472076416,19.75,8.3,14.4,0.25,0.0,16.85,53.45,31.875,1016.9083333333334,709.9874999999998,12.210416666666667,0.1757083333333333,
4536820,2018-06-11 21:56:00,33.4694442749023,-108.931663513184,34.2,15.95,25.7,0.0,0.0,21.65,49.15,17.541666666666668,1010.28125,843.2312499999999,31.14375,0.0599583333333333,
4536824,2018-06-30 18:02:00,33.6716651916504,-108.978332519531,26.450000000000003,9.8,18.45,1.1,0.0,13.95,46.45,37.22916666666666,1013.8333333333334,765.65625,19.175,0.1163749999999999,
4536859,2018-07-21 22:30:00,33.2202758789063,-108.334167480469,31.85,13.85,22.55,0.3,0.0,18.85,48.75,50.458333333333336,1015.5083333333332,805.8770833333334,22.95833333333333,0.1397291666666666,
4536906,2018-09-07 20:05:00,33.6824989318848,-109.042221069336,22.45,6.75,13.55,1.75,0.0,13.35,35.45,69.45833333333333,1021.2583333333332,774.2729166666667,14.347916666666668,0.2487708333333333,
4536922,2018-04-22 22:30:00,31.3438892364502,-110.750556945801,25.9,7.8,16.65,0.0,0.0,14.95,43.0,26.416666666666668,1015.0791666666668,860.5104166666666,16.539583333333336,0.1144166666666666,
4536926,2018-05-16 22:00:00,31.844165802002,-110.699722290039,30.85,14.3,22.7,0.0,0.0,22.05,42.5,17.020833333333332,1012.7166666666666,861.0895833333333,26.84375,0.1053958333333333,
4536939,2018-06-06 23:30:00,31.7613887786865,-109.128051757813,32.5,19.75,25.35,0.2,0.0,20.3,54.0,30.166666666666668,1012.3520833333332,837.7520833333333,25.62291666666667,0.112875,
4536958,2018-07-05 09:00:00,32.2777786254883,-110.629722595215,36.25,22.5,29.8,0.0,0.0,17.0,50.25,21.27083333333333,1014.2875,890.9312500000001,31.78333333333333,0.23925,
4536959,2018-07-05 19:00:00,31.4641666412354,-111.44694519043,36.75,23.5,29.700000000000003,0.0,0.0,21.35,41.2,23.5625,1014.36875,892.7312499999999,34.266666666666666,0.108,
4536971,2018-07-13 19:00:00,31.3733329772949,-111.06861114502,29.6,20.65,24.45,2.05,0.0,12.1,32.05,65.5625,1016.4812500000002,882.6875,27.754166666666663,0.1643125,
4536975,2018-08-03 19:00:00,31.6272220611572,-110.86222076416,29.8,19.3,23.45,1.15,0.0,14.2,36.9,62.60416666666666,1015.0270833333334,831.7624999999999,25.433333333333334,0.2810416666666667,
4536999,2018-07-06 23:00:00,36.4741668701172,-112.495277404785,31.9,17.45,24.85,0.1,0.0,18.9,55.45,25.104166666666668,1018.71875,818.7270833333333,27.147916666666664,0.103875,
4537060,2018-06-26 23:15:00,32.75,-105.684448242188,23.6,11.05,17.65,1.0,0.0,14.75,41.95,41.22916666666666,1015.3145833333334,734.9208333333332,16.541666666666668,0.213,
4537095,2018-05-28 19:21:00,34.9749984741211,-112.014724731445,28.1,10.9,19.7,0.0,0.0,26.55,57.6,25.125,1010.2104166666668,864.2020833333332,23.76875,0.0624791666666666,
4537102,2018-06-26 22:20:00,34.537223815918,-111.91527557373,37.95,20.1,29.05,0.0,0.0,19.2,46.6,15.875,1010.54375,885.1916666666666,33.610416666666666,0.2325,
4537111,2018-07-09 01:42:00,34.7794456481934,-112.964164733887,28.75,18.7,24.700000000000003,1.55,0.0,14.0,36.15,43.75,1016.5041666666666,830.7729166666667,27.40625,0.1031249999999999,
4537150,2018-04-30 21:56:00,36.0336112976074,-106.27555847168,18.6,5.2,11.3,0.75,0.0,19.5,61.75,36.85416666666666,1009.8854166666666,757.0895833333334,10.747916666666669,0.2926041666666666,
4537191,2018-07-07 22:08:00,35.9119453430176,-105.817779541016,20.05,8.55,14.1,2.65,0.0,17.5,47.35,66.66666666666667,1028.3375,741.5541666666668,15.383333333333333,0.2240833333333333,
4537201,2018-07-12 20:55:00,36.4955558776855,-106.739440917969,27.85,13.8,20.0,1.3,0.0,19.8,53.5,59.125,1016.68125,788.5104166666666,23.89583333333333,0.1132291666666666,
4537211,2018-07-21 02:19:00,35.7705574035645,-106.802780151367,29.35,12.15,21.65,0.0,0.0,15.75,39.05,44.708333333333336,1015.6833333333332,778.2583333333333,24.125,0.1121875,
4537259,2018-07-21 23:50:00,35.9577789306641,-112.111389160156,28.25,16.55,21.950000000000003,2.95,0.0,15.4,38.15,59.22916666666666,1016.5083333333332,805.6583333333334,22.960416666666664,0.1868958333333333,
4537262,2018-07-23 01:30:00,35.3330574035645,-112.008056640625,25.95,13.15,19.05,0.0,0.0,12.55,32.75,55.16666666666666,1019.3854166666666,767.1354166666666,17.1375,0.324375,
4537267,2018-07-27 03:31:00,36.3691673278809,-112.307220458984,27.4,14.7,21.6,0.6000000000000001,0.0,13.3,40.5,36.625,1017.16875,777.0729166666666,21.225,0.2477291666666666,
4537280,2018-08-06 21:54:00,36.3650016784668,-112.033332824707,27.95,16.7,21.8,0.0,0.0,17.4,58.5,31.354166666666668,1015.4166666666666,774.6979166666666,21.464583333333337,0.2036458333333333,
4537309,2018-08-25 21:18:00,35.1027793884277,-112.046943664551,23.6,13.25,17.75,2.45,0.0,14.65,41.95,72.33333333333333,1016.9791666666666,799.9416666666666,17.379166666666666,0.286,
4537339,2018-03-30 18:10:00,34.356388092041,-111.14722442627,17.8,2.8000000000000003,9.75,0.0,0.0,16.4,43.400000000000006,38.8125,1016.9104166666666,815.4104166666666,7.70625,0.2607708333333333,
4537363,2018-05-20 19:22:00,33.9197235107422,-111.456390380859,27.450000000000003,12.9,20.4,0.0,0.0,15.1,54.35,15.6875,1009.2958333333332,863.1291666666667,18.81458333333333,0.1076041666666666,
4537396,2018-06-25 01:10:00,43.6486129760742,-115.801391601563,27.05,10.1,18.8,0.0,0.0,15.2,39.05,48.66666666666666,1013.1437499999998,876.6604166666666,19.885416666666668,0.1831458333333333,
4537399,2018-07-14 19:50:00,44.3208351135254,-115.831665039063,29.8,10.8,21.2,0.0,0.0,10.8,35.3,42.75,1015.6270833333334,850.8125,20.15625,0.1414791666666666,
4537400,2018-07-15 23:01:00,43.6216659545898,-115.995834350586,35.7,19.3,27.6,0.0,0.0,17.450000000000003,38.9,22.25,1012.4895833333334,907.6520833333334,28.39375,0.1381041666666666,
4537403,2018-07-23 23:56:00,44.3655548095703,-116.056663513184,29.35,7.9,19.75,0.0,0.0,10.6,38.55,37.3125,1018.5,861.6458333333334,19.25625,0.1543333333333333,
4537409,2018-08-25 21:12:00,44.1672210693359,-115.201110839844,24.25,8.0,16.5,0.0,0.0,15.8,53.3,39.895833333333336,1012.35,845.7770833333334,16.272916666666664,0.1716875,
4537413,2018-09-07 02:59:00,44.1388893127441,-115.353614807129,26.25,6.9,16.35,0.05,0.0,10.35,43.4,41.520833333333336,1016.9354166666666,820.1791666666667,14.9125,0.1809583333333333,
4537445,2018-09-10 20:00:00,44.0444450378418,-109.816390991211,18.1,0.65,9.3,0.0,0.0,13.5,64.3,47.9375,1014.7958333333332,742.7937499999999,8.060416666666667,0.1996666666666666,
4537447,2018-09-15 20:30:00,43.041389465332,-110.586944580078,19.3,5.05,11.7,0.0,0.0,19.05,59.95,30.604166666666668,1013.3916666666668,743.4333333333334,8.731250000000001,0.1998333333333333,
4537449,2018-09-16 21:02:00,42.7058334350586,-110.679168701172,23.25,8.0,15.75,0.05,0.0,19.450000000000003,64.45,27.02083333333333,1011.5854166666668,780.0833333333334,14.50625,0.1549166666666666,
4537463,2018-06-27 22:00:00,37.3972206115723,-113.423332214355,25.4,11.85,19.15,0.0,0.0,16.0,70.95,17.104166666666668,1013.5499999999998,739.5083333333332,16.785416666666666,0.1354583333333333,
4537504,2018-08-25 22:05:00,37.4663887023926,-112.212776184082,23.450000000000003,14.4,18.4,0.3,0.0,19.4,50.95,50.75,1015.6625,776.7229166666666,19.52916666666667,0.157875,
4537514,2018-07-11 00:13:00,39.2888870239258,-112.36833190918,32.5,21.5,27.35,0.05,0.0,17.8,43.05,35.729166666666664,1013.84375,843.625,30.9875,0.0353333333333333,
4537520,2018-07-17 06:25:00,39.5166664123535,-112.216667175293,32.599999999999994,19.25,26.75,0.0,0.0,18.7,40.5,25.8125,1012.5625,812.3270833333332,32.28125,0.0231666666666666,
4537523,2018-07-17 22:07:00,38.5563888549805,-112.516670227051,26.75,11.55,19.65,0.3,0.0,10.5,34.900000000000006,47.208333333333336,1016.0708333333332,753.9250000000001,19.789583333333336,0.1297291666666666,
4537596,2018-07-26 22:55:00,33.9650001525879,-111.113052368164,32.6,21.65,27.85,0.0,0.0,16.75,47.7,36.85416666666666,1015.6916666666666,844.0333333333334,25.691666666666663,0.351375,
4537599,2018-07-28 05:00:00,33.9483337402344,-111.99666595459,34.8,24.85,30.2,0.0,0.0,15.5,42.85,34.25,1012.6645833333332,876.1958333333332,34.52291666666667,0.0756041666666666,
4537617,2018-08-20 00:59:00,33.9566650390625,-112.036666870117,33.95,23.65,28.3,0.05,0.0,14.9,32.9,53.5,1012.7395833333334,888.1333333333332,30.69375,0.1661041666666667,
4537635,2018-04-20 20:45:00,39.4625015258789,-111.188331604004,6.65,-6.699999999999999,-1.25,1.7,1.155,16.35,56.15,50.35416666666666,1011.9770833333332,737.6083333333332,-0.06875,0.3651458333333333,
4537639,2018-06-07 07:11:00,39.3580551147461,-111.21639251709,22.5,9.4,16.35,0.0,0.0,16.1,49.5,21.9375,1010.5812500000002,749.6062500000002,18.35,0.0973541666666666,
4537670,2018-08-04 14:34:00,39.9508323669434,-111.402496337891,26.5,13.05,19.35,0.5,0.0,17.65,62.45,41.97916666666666,1014.6708333333332,785.9166666666666,18.68125,0.1968541666666666,
4537697,2018-07-17 04:34:00,44.2738876342773,-117.151107788086,34.6,19.3,27.8,0.0,0.0,16.700000000000003,31.15,19.8125,1012.4895833333334,897.0124999999998,31.78958333333333,0.0234583333333333,
4537699,2018-07-25 12:11:00,44.4744453430176,-117.190277099609,35.5,20.9,28.85,0.0,0.0,13.85,38.85,19.625,1015.2333333333332,901.30625,33.329166666666666,0.0283333333333333,
4537700,2018-07-25 18:40:00,44.5169448852539,-116.849723815918,32.95,20.75,26.950000000000003,0.0,0.0,14.1,38.7,21.45833333333333,1016.3166666666666,878.2000000000002,28.02916666666667,0.1345416666666666,
4537702,2018-07-27 02:11:00,44.6758346557617,-116.447776794434,34.8,19.75,27.65,0.0,0.0,14.05,32.4,21.89583333333333,1013.9,914.84375,29.472916666666663,0.1302708333333333,
4537703,2018-07-27 20:00:00,45.3994445800781,-116.195274353027,33.45,16.2,27.05,0.0,0.0,9.2,39.6,30.4375,1016.4895833333334,924.9979166666668,25.68541666666667,0.1342708333333333,
4537710,2018-08-24 19:21:00,44.9141654968262,-115.604164123535,20.25,5.449999999999999,12.65,0.05,0.0,14.5,55.8,43.895833333333336,1013.6375,782.0187500000001,11.422916666666667,0.1932708333333333,
4537713,2018-09-07 15:25:00,44.9947204589844,-115.308891296387,24.1,9.4,16.35,0.8500000000000001,0.0,12.3,40.3,42.125,1018.6,808.6479166666667,14.366666666666667,0.2117291666666666,
4537716,2018-09-17 00:29:00,44.5830574035645,-117.096946716309,21.55,6.85,13.95,0.05,0.0,14.0,50.75,50.020833333333336,1013.4583333333334,893.71875,14.699999999999998,0.1475,
4537717,2018-10-14 19:53:00,44.8141670227051,-116.471664428711,11.5,-1.25,4.95,0.1,0.0,17.9,50.400000000000006,65.47916666666667,1022.5333333333332,904.8020833333334,6.6000000000000005,0.2591666666666667,
4537727,2018-07-19 01:28:00,44.8227767944336,-115.286392211914,21.6,8.4,15.35,0.0,0.0,18.25,58.85,34.104166666666664,1017.5,755.0749999999999,12.9375,0.2478958333333333,
4537733,2018-08-02 20:40:00,44.856388092041,-114.306663513184,23.75,10.9,17.55,0.8500000000000001,0.0,15.7,54.9,40.583333333333336,1014.2270833333332,763.7979166666665,15.666666666666666,0.1798541666666666,
4537735,2018-08-03 02:44:00,44.8783340454102,-114.256385803223,21.8,8.1,15.3,0.2,0.0,19.35,64.25,36.5625,1012.5270833333334,748.85,13.875,0.1875,
4537746,2018-09-10 23:07:00,44.6908340454102,-115.347503662109,20.9,7.85,14.4,0.0,0.0,17.4,48.8,38.333333333333336,1013.95,817.1895833333333,13.060416666666669,0.1825833333333333,
4537750,2018-09-25 22:45:00,44.5666656494141,-115.322776794434,13.35,-3.6,4.4,0.0,0.0,12.5,39.25,55.04166666666666,1020.50625,799.4979166666667,4.775,0.1800208333333333,
4537760,2018-07-08 02:50:00,42.1619453430176,-112.215835571289,34.400000000000006,17.4,26.65,0.0,0.0,9.4,28.450000000000003,25.64583333333333,1013.5666666666666,859.0333333333333,25.58333333333333,0.1457291666666666,
4537761,2018-07-09 21:21:00,42.7594451904297,-112.303886413574,30.15,15.55,23.2,0.0,0.0,8.8,35.45,39.10416666666666,1015.0708333333332,817.0875,21.652083333333334,0.1593125,
4537765,2018-06-26 21:48:00,42.3091659545898,-112.836669921875,28.15,15.55,21.25,0.0,0.0,21.8,45.0,32.541666666666664,1012.4500000000002,839.6020833333333,22.48125,0.146875,
4537788,2018-09-18 22:56:00,44.304443359375,-111.469169616699,21.5,3.7,13.1,0.0,0.0,20.35,48.2,36.875,1012.3895833333332,813.2729166666668,12.137499999999998,0.1558958333333333,
4537791,2018-09-22 21:53:00,42.5783348083496,-111.55249786377,22.0,4.25,12.4,0.0,0.0,14.25,47.7,27.8125,1017.4729166666666,818.6770833333334,12.314583333333331,0.134,
4537795,2018-10-29 22:35:00,42.3372230529785,-112.115280151367,14.5,3.7,9.0,0.0,0.0,14.85,34.95,59.645833333333336,1015.9958333333334,827.0270833333334,8.597916666666668,0.2131666666666666,
4537804,2018-07-15 20:47:00,39.4824981689453,-117.040832519531,27.0,17.8,22.4,2.9,0.0,12.0,36.0,39.0625,1016.9208333333336,786.5666666666666,26.79375,0.0339791666666666,
4537809,2018-07-17 20:24:00,38.747501373291,-117.210556030273,28.8,15.95,22.25,0.55,0.0,10.5,40.85,46.16666666666666,1016.84375,791.7833333333333,25.714583333333337,0.066875,
4537824,2018-07-16 17:41:00,41.8066673278809,-115.588333129883,30.65,15.5,23.8,0.0,0.0,14.05,40.35,32.270833333333336,1015.9520833333332,837.1125000000001,23.96666666666667,0.1467916666666666,
4537826,2018-07-05 19:14:00,40.6836128234863,-115.071113586426,31.25,14.1,23.1,0.0,0.0,26.1,46.8,17.291666666666668,1014.2020833333332,822.7395833333334,27.56458333333333,0.0365,
4537833,2018-07-26 01:27:00,39.551944732666,-117.05916595459,29.3,17.35,23.8,0.0,0.0,16.95,37.05,24.64583333333333,1018.98125,785.4770833333332,28.289583333333336,0.0277291666666666,
4537837,2018-07-27 16:51:00,38.4636116027832,-111.489440917969,22.3,10.4,15.8,2.4,0.0,11.0,42.85,46.10416666666666,1019.6,720.5375,16.341666666666665,0.213125,
4537846,2018-08-21 02:15:00,39.4077758789063,-112.276947021484,31.9,18.35,23.95,2.0,0.0,25.9,94.7,30.666666666666668,1012.0645833333334,823.8083333333334,26.67708333333333,0.1157916666666666,
4537857,2018-07-18 23:38:00,39.7197227478027,-111.394721984863,27.8,13.55,20.9,0.0,0.0,17.1,48.8,36.35416666666666,1016.9375,772.1124999999998,21.1875,0.1461458333333333,
4537858,2018-05-16 03:06:00,39.4861106872559,-111.735832214355,17.200000000000003,3.25,10.1,1.15,0.0,15.9,44.45,49.91666666666666,1014.4375,769.2958333333332,9.054166666666667,0.2715208333333333,
4537873,2018-08-18 19:29:00,43.9955558776855,-114.632774353027,18.950000000000003,8.649999999999999,12.9,1.05,0.0,16.6,47.9,41.083333333333336,1022.2416666666668,732.3833333333333,10.325,0.1612916666666666,
4537875,2018-08-20 22:30:00,43.4900016784668,-115.057220458984,23.8,13.35,18.55,0.0,0.0,16.6,52.35,34.4375,1015.4708333333332,801.5229166666668,17.56458333333333,0.1582291666666666,
4537877,2018-08-27 21:03:00,43.5475006103516,-114.439720153809,20.3,9.55,14.35,0.75,0.0,17.15,57.1,43.60416666666666,1010.3666666666668,823.18125,17.010416666666668,0.1496458333333333,
4537892,2018-06-13 04:30:00,39.1338882446289,-119.797500610352,25.3,11.6,18.450000000000003,0.0,0.0,18.9,57.05,39.270833333333336,1012.6520833333332,813.4166666666666,15.854166666666666,0.2535208333333333,
4537895,2018-07-01 17:00:00,39.4463882446289,-119.880836486816,25.45,7.6,17.15,0.0,0.0,13.45,45.35,29.604166666666668,1016.7708333333334,795.5916666666667,17.84375,0.2145833333333333,
4537898,2018-07-09 21:45:00,39.0552787780762,-119.829170227051,33.2,16.5,25.2,0.0,0.0,20.2,52.35,27.375,1015.4958333333334,851.1958333333333,30.51458333333333,0.0390416666666666,
4537899,2018-07-15 05:15:00,39.5800018310547,-119.88166809082,29.950000000000003,16.65,23.85,0.05,0.0,10.9,40.3,35.208333333333336,1016.1479166666668,822.1375000000002,26.916666666666668,0.0709166666666666,
4537900,2018-07-15 05:00:00,39.5830574035645,-119.879722595215,30.05,16.75,23.95,0.05,0.0,10.9,40.3,35.291666666666664,1016.1479166666668,823.7479166666667,27.01666666666667,0.0709166666666666,
4537901,2018-06-09 21:50:00,38.7224998474121,-119.376113891602,23.95,6.6000000000000005,14.9,0.0,0.0,20.2,70.75,35.6875,1014.1916666666668,807.8729166666667,20.216666666666665,0.0751875,
4537923,2018-08-02 09:50:00,38.7797241210938,-119.759719848633,32.3,15.9,25.0,0.15,0.0,14.65,40.7,31.64583333333333,1015.0604166666666,839.9770833333333,28.31041666666667,0.077,
4537931,2018-09-02 22:48:00,39.301944732666,-119.86499786377,24.7,8.95,16.2,0.0,0.0,13.6,40.3,33.729166666666664,1014.0,792.5604166666666,14.577083333333334,0.2531458333333333,
4537934,2018-09-04 23:21:00,38.3844451904297,-119.45027923584,25.3,13.5,19.3,0.05,0.0,13.55,40.1,27.354166666666668,1015.1020833333332,804.5708333333332,18.054166666666664,0.2473125,
4537936,2018-07-26 01:09:00,38.787223815918,-117.86499786377,32.2,18.05,26.15,0.0,0.0,18.05,40.5,23.041666666666668,1017.8625,816.2083333333334,30.352083333333336,0.0241666666666666,
4537938,2018-08-01 23:49:00,39.3558349609375,-117.12166595459,29.15,16.9,23.05,0.5,0.0,11.95,48.25,30.83333333333333,1016.0041666666666,774.6333333333333,28.131250000000005,0.1348958333333333,
4537944,2018-08-31 04:53:00,40.656665802002,-115.518333435059,23.4,13.1,18.05,0.0,0.0,17.55,57.400000000000006,20.791666666666668,1013.2458333333334,792.8729166666666,19.666666666666668,0.2239999999999999,
4537951,2018-09-30 17:40:00,40.6738891601563,-115.510276794434,24.1,12.35,17.3,0.0,0.0,27.8,59.4,21.416666666666668,1006.68125,798.8145833333333,18.725,0.0367708333333333,
4537953,2018-11-08 23:15:00,38.7666664123535,-117.219718933105,10.0,-2.5500000000000003,3.05,0.0,0.0,13.9,42.45,25.08333333333333,1021.15625,785.8187499999999,3.827083333333333,0.0323958333333333,
4537966,2018-06-07 01:18:00,40.3183326721191,-111.202499389648,20.35,9.0,15.3,0.15,0.0,15.7,52.2,31.229166666666668,1011.0145833333332,749.6958333333333,10.083333333333334,0.2881041666666666,
4538017,2018-08-24 19:23:00,39.8722229003906,-111.743057250977,19.35,8.05,13.25,1.85,0.0,12.05,50.05,52.60416666666666,1015.7979166666668,733.4479166666666,12.322916666666666,0.306375,
4538018,2018-08-25 03:23:00,40.6652793884277,-111.169723510742,19.5,6.7,13.3,0.3,0.0,16.65,60.45,45.75,1014.7895833333332,745.4000000000001,13.61875,0.2599166666666667,
4538019,2018-08-29 00:47:00,40.6311111450195,-110.900833129883,17.15,3.55,9.85,0.0,0.0,15.3,55.6,54.3125,1017.4854166666668,734.4229166666668,9.420833333333333,0.2487916666666666,
4538028,2018-09-15 13:30:00,40.6041679382324,-110.970558166504,20.5,4.95,12.55,0.0,0.0,19.95,56.0,22.854166666666668,1014.60625,735.0770833333332,10.170833333333333,0.1601875,
4538062,2018-06-04 21:34:00,34.5391654968262,-118.308609008789,34.150000000000006,19.3,26.9,0.0,0.0,22.35,51.65,22.291666666666668,1011.1041666666666,914.9270833333334,31.05625,0.0033541666666666,
4538108,2018-09-09 20:55:00,34.2336120605469,-117.845832824707,35.55,21.15,28.15,0.0,0.0,9.85,38.55,28.77083333333333,1011.0791666666668,962.0833333333334,25.210416666666664,0.0579166666666666,
4538115,2018-09-22 23:41:00,34.4944458007813,-118.582778930664,33.8,19.25,25.4,0.0,0.0,17.4,36.55,43.0625,1013.4854166666668,960.8895833333332,28.86041666666667,0.0,
4538211,2018-07-06 20:24:00,32.8333320617676,-116.732780456543,37.85,20.7,27.85,0.0,0.0,15.05,36.35,32.6875,1014.6395833333336,943.0208333333334,31.852083333333336,0.0471874999999999,
4538212,2018-07-20 00:30:00,33.8341674804688,-117.620834350586,30.950000000000003,19.6,24.950000000000003,0.0,0.0,17.2,47.3,65.6875,1013.9375,957.7541666666666,29.066666666666663,0.0444999999999999,
4538259,2018-06-28 04:00:00,41.8338890075684,-122.982780456543,29.9,11.4,20.65,0.0,0.0,11.6,45.9,43.66666666666666,1014.55625,950.0729166666666,20.945833333333333,0.2502708333333333,
4538260,2018-07-01 21:00:00,41.0944442749023,-123.054725646973,33.75,11.3,22.3,0.0,0.0,12.5,46.65,39.875,1017.48125,916.11875,20.435416666666665,0.2578125,
4538264,2018-07-05 21:30:00,41.8808326721191,-122.540000915527,31.75,15.15,23.6,0.0,0.0,25.25,65.9,27.729166666666668,1012.2479166666668,936.225,26.25208333333333,0.2425,
4538275,2018-07-16 01:23:00,40.8411102294922,-121.33805847168,31.15,17.45,24.5,0.2,0.0,16.799999999999997,45.35,40.3125,1015.59375,861.03125,23.804166666666664,0.2422916666666666,
4538282,2018-07-27 22:30:00,40.625,-120.882774353027,32.150000000000006,14.75,23.4,0.15,0.0,18.9,56.0,26.5625,1017.1458333333334,826.59375,21.391666666666666,0.2875,
4538288,2018-09-28 21:58:00,40.3436126708984,-121.434722900391,26.55,8.75,16.5,0.0,0.0,13.85,38.5,27.08333333333333,1014.61875,838.53125,15.25,0.2906249999999999,
4538291,2018-06-01 23:00:00,39.4616661071777,-122.650833129883,24.4,7.9,14.05,0.0,0.0,12.45,39.45,56.125,1012.3791666666666,913.2041666666668,16.2625,0.2773333333333334,
4538293,2018-06-24 03:00:00,39.099723815918,-122.616386413574,38.55,24.25,30.45,0.0,0.0,22.15,62.65,20.75,1008.41875,962.9187500000002,29.472916666666663,0.13325,
4538303,2018-07-15 03:17:00,41.5247230529785,-120.684722900391,31.85,17.95,25.5,0.05,0.0,19.35,37.8,29.354166666666668,1015.7125,853.5270833333334,31.53125,0.0238958333333333,
4538311,2018-07-15 17:06:00,41.8147239685059,-120.789169311523,32.2,18.1,25.55,0.15,0.0,20.1,34.75,28.791666666666668,1015.9145833333332,858.0812499999998,30.704166666666666,0.0307916666666666,
4538340,2018-07-18 21:59:00,41.7586097717285,-120.700553894043,32.3,15.9,24.6,0.0,0.0,22.3,39.8,29.666666666666668,1016.1833333333334,851.5812499999998,30.31458333333333,0.0319166666666666,
4538344,2018-07-22 21:56:00,41.6952781677246,-121.324165344238,32.9,17.85,25.1,1.1,0.0,22.05,44.3,27.02083333333333,1015.2229166666666,878.59375,30.76458333333333,0.0284583333333333,
4538349,2018-08-15 15:00:00,41.3711128234863,-121.056663513184,32.75,15.85,24.0,0.0,0.0,18.5,45.35,24.1875,1012.1916666666668,870.8229166666666,25.05416666666667,0.2544375,
4538440,2018-07-24 18:18:00,39.8899993896484,-120.398887634277,29.05,15.15,21.55,0.75,0.0,19.25,53.5,45.208333333333336,1019.3958333333334,813.9479166666666,22.15833333333333,0.2476666666666666,
