OBJECTID,avg_temperature_2m_max,avg_precipitation_sum,avg_relative_humidity_2m
4546131,19.4,1.7,58.4375
4546135,20.2,0.0,77.8125
4546143,24.25,0.05,66.79166666666667
4546153,6.95,0.0,56.16666666666666
4546357,14.4,1.65,64.89583333333333
4546484,25.6,2.35,68.875
4546488,24.9,2.05,55.375
4546533,14.4,0.0,65.04166666666667
4546817,25.2,0.1,49.41666666666666
4546874,27.0,0.35,49.29166666666666
4546879,27.95,0.35,48.625
4547057,33.7,0.0,36.0
4547123,25.35,0.0,53.520833333333336
4547156,5.7,0.45,55.29166666666666
4547593,24.65,0.0,49.75
4547660,30.55,0.8,62.6875
4547665,29.1,0.8,64.02083333333333
4547673,29.4,1.35,57.4375
4547689,32.15,1.65,54.625
4547711,30.5,0.75,50.5
4547720,33.25,0.6,49.66666666666666
4547721,27.450000000000003,2.0,58.583333333333336
4547722,33.25,1.65,54.85416666666666
4547755,21.7,2.45,59.6875
4547765,32.9,0.6,49.54166666666666
4547766,32.65,0.6,49.520833333333336
4547787,24.700000000000003,0.0,42.97916666666666
4547790,25.55,0.0,47.91666666666666
4547952,18.35,0.0,56.145833333333336
4547955,9.45,0.0,57.35416666666666
4548002,14.35,0.0,49.72916666666666
4548026,15.4,0.0,48.520833333333336
4548043,21.0,0.0,42.458333333333336
4548093,26.2,0.05,40.645833333333336
4548103,14.2,0.0,41.333333333333336
4548198,35.95,0.5,48.770833333333336
4548456,28.2,1.25,53.04166666666666
4548627,23.85,0.0,25.479166666666668
4549020,22.0,1.5,55.10416666666666
4549022,20.25,2.8,55.770833333333336
4549033,26.95,4.4,54.145833333333336
4549034,22.75,4.05,64.47916666666667
4549055,27.15,9.3,62.020833333333336
4549061,26.05,0.6,62.208333333333336
4549063,21.25,0.15,62.0
4549121,38.9,0.0,8.3125
4549122,33.150000000000006,1.55,36.8125
4549126,31.2,1.15,39.04166666666666
4549134,34.05,0.0,30.20833333333333
4549160,36.1,0.3,39.875
4549166,29.55,0.0,52.020833333333336
4549189,27.2,0.85,58.54166666666666
4549228,23.950000000000003,8.75,77.20833333333333
4549229,23.950000000000003,8.75,77.20833333333333
4549234,25.4,0.55,64.97916666666667
4549238,25.6,0.55,65.0
4549241,25.3,0.1,53.9375
4549243,21.55,7.899999999999999,66.85416666666667
4549255,19.95,5.85,75.97916666666667
4549271,24.95,0.0,37.60416666666666
4549274,21.95,0.0,54.645833333333336
4549275,20.35,0.4,49.6875
4549283,10.15,0.0,72.41666666666667
4549342,31.3,0.05,35.729166666666664
4549351,32.45,0.3,41.333333333333336
4549575,35.650000000000006,0.05,45.1875
4549604,37.9,0.0,14.104166666666666
4549647,38.7,0.0,19.27083333333333
4549696,20.05,0.0,36.020833333333336
4549721,26.2,0.05,46.333333333333336
4549747,25.0,0.35,57.083333333333336
4549842,22.450000000000003,0.15,44.770833333333336
4549923,21.8,0.5,57.4375
4549924,29.0,0.6000000000000001,50.583333333333336
4549934,26.950000000000003,0.0,43.16666666666666
4549939,25.7,0.0,36.458333333333336
4549945,27.8,0.2,44.29166666666666
4549959,26.950000000000003,0.0,38.770833333333336
4550017,35.5,1.45,55.583333333333336
4550029,37.8,0.6,49.04166666666666
4550082,10.7,0.0,37.97916666666666
4550108,28.6,0.65,43.85416666666666
4550151,28.3,0.05,29.541666666666668
4550164,29.25,0.0,19.041666666666668
4550167,31.65,0.25,35.395833333333336
4550198,11.8,0.0,44.520833333333336
4550225,27.1,0.0,28.58333333333333
4550237,27.9,0.2,25.33333333333333
4550238,25.6,0.0,42.16666666666666
4550282,25.4,0.5,42.72916666666666
4550361,17.3,0.0,53.35416666666666
4550445,27.4,0.5,35.8125
4550447,27.35,4.25,38.833333333333336
4550451,29.3,0.0,16.6875
4550454,29.9,0.95,33.208333333333336
4550455,32.150000000000006,0.0,13.458333333333334
4550456,30.9,1.0,28.39583333333333
4550459,29.05,0.2,22.229166666666668
4550465,25.9,0.0,24.854166666666668
4550466,25.25,0.0,14.833333333333334
4550516,27.65,0.0,19.625
4550554,20.9,0.0,33.125
4550739,32.75,0.25,45.1875
4550746,26.55,0.8,54.4375
4550749,22.6,1.65,52.04166666666666
4550750,28.65,1.05,50.85416666666666
4550807,18.15,0.0,43.85416666666666
4550809,20.5,0.0,43.395833333333336
4550863,29.8,0.55,51.4375
4550864,33.25,0.65,56.9375
4550865,26.35,0.65,42.9375
4550866,33.400000000000006,0.0,47.9375
4550869,26.05,0.5,53.708333333333336
4550877,28.55,0.15,36.4375
4550891,28.7,0.5,50.25
4550893,15.05,0.0,60.85416666666666
4550904,14.6,0.0,59.625
4550926,27.7,0.0,35.916666666666664
4550947,27.25,0.0,44.458333333333336
4550948,30.700000000000003,0.2,29.791666666666668
4550949,29.4,0.85,46.22916666666666
4550953,26.5,0.0,29.77083333333333
4550955,25.55,1.15,37.833333333333336
4551031,23.65,0.2,14.541666666666666
4551101,30.65,2.3,36.958333333333336
4551102,29.75,0.0,26.416666666666668
4551107,30.200000000000003,0.0,32.4375
4551155,29.75,0.65,39.25
4551170,24.8,0.0,47.91666666666666
4551175,31.200000000000003,0.45,30.77083333333333
4551220,33.4,1.0,35.3125
4551262,25.15,2.55,50.97916666666666
4551288,22.05,0.75,40.625
4551314,27.6,0.0,59.54166666666666
4551353,33.099999999999994,0.0,38.79166666666666
4551390,36.05,0.0,39.583333333333336
4551393,35.099999999999994,0.0,30.416666666666668
4551463,11.05,0.6,45.0625
4551502,24.0,0.0,66.27083333333333
4551515,34.25,0.0,33.3125
4551537,29.8,5.699999999999999,73.20833333333333
4551542,37.5,0.0,46.875
4551546,28.35,0.0,71.83333333333333
4551548,30.85,0.0,50.333333333333336
4551690,30.95,0.0,30.3125
4551775,31.2,0.0,36.0
4551797,25.55,0.2,35.3125
4551856,28.7,0.0,37.833333333333336
4551922,35.3,0.0,45.895833333333336
4551932,31.5,0.0,50.22916666666666
4552234,29.55,0.05,41.35416666666666
4552386,31.0,0.7,27.875
4552395,31.8,0.75,32.875
4552433,26.65,0.0,61.35416666666666
4552446,21.9,0.0,67.875
4552451,30.4,0.0,40.958333333333336
4552457,22.3,0.0,56.125
4552460,32.25,0.0,52.97916666666666
4552462,30.1,0.0,37.8125
4552477,30.450000000000003,0.0,38.79166666666666
4552479,30.950000000000003,0.0,46.91666666666666
4552521,32.849999999999994,0.0,30.52083333333333
4552528,34.25,0.0,23.75
4552615,33.05,0.0,41.583333333333336
4552689,24.6,0.0,62.29166666666666
4552782,25.75,12.1,77.70833333333333
4552995,25.7,0.95,40.125
4553088,29.8,0.0,58.333333333333336
4553161,28.9,0.0,45.04166666666666
4553178,27.05,0.0,55.020833333333336
4553185,32.95,0.0,36.125
4553199,35.15,0.0,49.895833333333336
4553246,36.7,0.6,46.79166666666666
4553280,25.65,0.0,52.72916666666666
4553286,32.9,0.0,35.875
4553301,32.45,0.0,31.08333333333333
4553305,29.75,0.0,51.020833333333336
4553306,32.3,0.0,42.625
4553326,33.2,0.0,41.35416666666666
4553671,31.200000000000003,0.0,23.625
4553744,36.85,0.0,22.625
4553778,30.85,0.0,35.041666666666664
4553831,25.950000000000003,1.3,52.85416666666666
4553849,28.6,0.0,44.625
4553896,30.4,0.0,31.354166666666668
4553913,31.0,1.85,47.6875
4554246,36.65,0.0,38.208333333333336
4554352,21.75,0.55,52.125
4554398,23.9,0.0,35.895833333333336
4554408,33.8,0.05,27.104166666666668
4554552,28.75,0.0,41.8125
4554555,27.3,0.0,50.54166666666666
4554671,30.7,3.7,35.75
4554847,31.2,1.25,36.020833333333336
4554860,21.75,1.55,40.60416666666666
4554899,32.15,0.0,25.14583333333333
4554900,25.8,0.0,40.0625
4554903,21.15,0.0,29.33333333333333
4555053,21.6,0.0,61.5
4555132,24.0,0.2,50.4375
4555220,29.15,1.2999999999999998,48.16666666666666
4555379,28.4,0.0,58.5625
4555538,23.75,0.0,48.958333333333336
4555541,21.5,1.55,57.85416666666666
4555607,28.0,1.1,52.770833333333336
4555653,32.4,0.0,21.854166666666668
4555991,25.7,0.6,50.22916666666666
4556000,30.95,0.7,52.9375
4556177,29.35,4.9,61.04166666666666
4556420,34.3,0.0,39.583333333333336
4556496,30.7,0.0,37.125
4556517,26.6,0.0,59.41666666666666
4556532,30.85,0.0,51.875
4556592,28.8,0.0,57.5625
4556612,30.15,0.0,39.645833333333336
4556680,9.35,0.0,56.583333333333336
4556721,15.95,0.0,57.270833333333336
4556722,14.5,0.0,54.270833333333336
4556729,15.55,0.0,54.208333333333336
4556733,25.05,1.25,67.625
4556769,10.45,0.0,52.85416666666666
4556776,9.7,0.0,58.875
4556792,22.0,0.0,54.5
4556810,14.75,0.0,58.770833333333336
4556811,16.2,0.0,55.97916666666666
4556824,29.15,0.0,58.72916666666666
4556855,23.75,14.6,76.64583333333333
4556859,22.65,0.0,59.41666666666666
4556866,24.9,0.05,76.33333333333333
4556867,24.9,0.05,76.33333333333333
4556872,27.9,0.0,67.29166666666667
4556876,17.950000000000003,0.1,51.10416666666666
4556891,33.25,1.8,63.60416666666666
4556916,9.6,0.0,61.79166666666666
4556920,9.85,0.25,53.5
4556931,12.95,0.0,49.020833333333336
4556932,12.4,1.25,65.41666666666667
4556947,16.2,0.0,63.625
4556955,13.1,0.0,69.60416666666667
4556958,16.75,0.0,69.1875
4557001,18.05,0.0,65.54166666666667
4557011,34.7,1.6,73.39583333333333
4557017,34.650000000000006,1.3,74.72916666666667
4557018,35.85,0.7,71.95833333333333
4557024,34.45,0.3,69.0625
4557025,32.95,1.05,75.0
4557061,10.7,0.0,59.645833333333336
4557070,16.25,0.2,67.875
4557073,22.2,0.0,66.02083333333333
4557074,22.2,0.0,66.02083333333333
4557085,23.8,0.0,70.04166666666667
4557091,27.05,1.3,82.625
4557100,31.6,0.3,79.41666666666667
4557113,28.75,0.0,65.04166666666667
4557119,14.55,0.0,72.89583333333333
4557120,14.85,0.0,73.20833333333333
4557121,17.2,0.0,78.47916666666667
4557122,9.85,12.45,68.0625
4557134,11.2,0.0,71.02083333333333
4557146,19.8,4.4,84.64583333333333
4557148,9.65,0.0,51.79166666666666
4557165,13.4,0.0,63.6875
4557172,21.5,0.0,72.14583333333333
4557178,21.8,0.15,69.60416666666667
4557183,22.6,0.0,74.95833333333333
4557185,24.950000000000003,0.75,84.85416666666667
4557193,23.25,0.0,67.54166666666667
4557202,26.85,1.75,80.29166666666667
4557205,22.05,0.0,70.29166666666667
4557210,23.15,0.4,67.75
4557211,21.25,0.0,69.22916666666667
4557217,21.0,0.55,76.16666666666667
4557259,18.0,0.2,51.29166666666666
4557268,21.8,0.3,66.875
4557269,26.35,3.2,86.625
4557270,27.4,4.7,83.70833333333333
4557272,24.700000000000003,4.6000000000000005,85.16666666666667
4557274,28.75,0.95,79.70833333333333
4557283,23.65,0.0,60.47916666666666
4557284,28.6,0.0,62.625
4557290,24.05,0.1,74.91666666666667
4557294,30.1,0.25,72.91666666666667
