OBJECTID,avg_temperature_2m_max,avg_precipitation_sum,avg_relative_humidity_2m
4459208,31.85,0.0,17.583333333333332
4459257,33.4,0.2,27.33333333333333
4459259,35.150000000000006,0.6,25.83333333333333
4459261,32.75,0.2,29.77083333333333
4459262,30.05,0.95,37.9375
4459276,26.25,0.45,33.5625
4459408,27.0,0.0,40.66666666666666
4459429,30.25,0.0,34.354166666666664
4459443,30.85,0.0,41.625
4459466,29.5,1.6,55.97916666666666
4459507,34.6,0.1,28.58333333333333
4459511,32.75,0.05,26.5625
4459512,33.85,0.1,29.125
4459523,34.85,0.2,26.041666666666668
4459525,33.5,0.05,27.3125
4459560,33.7,0.0,44.125
4459621,31.9,0.0,55.625
4459663,32.7,0.4,34.229166666666664
4459669,33.150000000000006,0.4,34.0625
4459671,34.849999999999994,0.4,33.270833333333336
4459685,32.5,0.2,39.0625
4459688,31.15,0.3,33.9375
4459771,19.05,0.0,63.8125
4459803,29.700000000000003,0.0,28.104166666666668
4459811,33.0,0.0,33.104166666666664
4459814,31.65,0.0,31.95833333333333
4459816,31.1,0.0,30.979166666666668
4459819,25.7,0.0,34.770833333333336
4459947,31.85,0.3,49.72916666666666
4459949,34.55,0.15,30.89583333333333
4459950,32.1,0.8500000000000001,33.0
4459954,29.9,0.15,39.1875
4459955,26.7,0.25,37.22916666666666
4459957,24.6,0.15,31.77083333333333
4459966,39.95,0.2,29.02083333333333
4459984,21.450000000000003,1.2,46.04166666666666
4460005,26.4,0.2,53.4375
4460089,22.4,1.5,67.29166666666667
4460090,35.3,0.0,35.895833333333336
4460102,29.7,0.0,48.54166666666666
4460107,23.7,0.4,67.375
4460108,16.2,0.3,65.70833333333333
4460116,19.15,1.1,63.8125
4460128,22.55,0.0,62.85416666666666
4460147,25.3,0.0,50.97916666666666
4460150,35.05,0.0,40.97916666666666
4460199,25.95,0.0,49.72916666666666
4460215,32.65,0.1,30.791666666666668
4460265,23.8,0.0,52.66666666666666
4460291,24.45,2.1,44.35416666666666
4460297,30.7,0.2,33.145833333333336
4460298,35.099999999999994,0.25,33.166666666666664
4460313,22.6,0.0,43.97916666666666
4460321,6.0,0.0,48.125
4460322,7.6,0.35,60.0625
4460323,7.95,0.0,45.54166666666666
4460324,6.6,0.2,59.9375
4460325,17.200000000000003,0.0,60.25
4460333,19.4,0.0,57.5625
4460345,14.1,0.0,44.8125
4460346,26.2,0.0,64.125
4460347,21.15,0.0,53.97916666666666
4460348,13.05,0.0,46.520833333333336
4460352,23.5,0.0,61.708333333333336
4460354,25.950000000000003,0.0,60.708333333333336
4460357,28.75,0.0,62.85416666666666
4460368,13.0,0.0,42.708333333333336
4460375,21.35,0.0,59.25
4460376,25.25,0.0,57.895833333333336
4460384,28.25,0.0,52.895833333333336
4460387,26.65,0.0,38.04166666666666
4460417,34.25,0.1,59.66666666666666
4460424,33.4,2.75,70.33333333333333
4460427,38.400000000000006,0.0,47.875
4460428,33.75,1.95,68.20833333333333
4460430,32.15,1.65,75.3125
4460431,31.45,1.7,76.85416666666667
4460437,31.3,0.1,65.85416666666667
4460449,7.800000000000001,0.0,49.6875
4460450,7.85,0.0,49.04166666666666
4460451,7.1,0.0,49.5
4460453,11.95,0.0,49.6875
4460457,17.5,0.0,60.75
4460462,17.05,0.45,60.16666666666666
4460463,16.05,0.35,59.145833333333336
4460464,16.15,0.35,59.16666666666666
4460465,15.95,0.35,59.125
4460466,16.05,0.35,59.145833333333336
4460467,16.700000000000003,0.45,58.97916666666666
4460470,21.450000000000003,0.0,48.270833333333336
4460471,21.15,0.0,48.35416666666666
4460476,13.05,0.35,46.41666666666666
4460477,22.05,0.1,71.33333333333333
4460487,22.0,3.75,76.125
4460488,24.65,0.0,69.0625
4460490,11.9,0.0,54.875
4460494,20.200000000000003,0.0,66.9375
4460497,22.15,0.0,64.54166666666667
4460498,21.950000000000003,0.1,61.375
4460499,24.15,0.0,57.083333333333336
4460500,28.0,0.0,56.5
4460501,28.1,0.2,58.958333333333336
4460504,27.9,0.0,52.395833333333336
4460508,31.85,0.0,40.625
4460514,31.25,0.85,63.16666666666666
4460518,30.9,0.5,74.58333333333333
4460520,36.900000000000006,0.05,47.145833333333336
4460523,29.35,0.0,61.333333333333336
4460530,30.1,0.0,59.22916666666666
4460534,24.35,5.05,75.54166666666667
4460543,2.45,1.0,54.91666666666666
4460544,2.45,1.0,54.9375
4460550,18.5,1.5,79.83333333333333
4460579,17.35,0.15,42.66666666666666
4460581,17.55,0.0,66.75
4460587,22.85,0.0,60.5
4460592,25.85,1.05,72.04166666666667
4460596,23.0,0.05,56.458333333333336
4460597,28.85,0.0,50.083333333333336
4460616,27.9,0.0,61.645833333333336
4460625,10.35,0.6,54.35416666666666
4460634,27.5,0.0,51.9375
4460637,30.05,2.15,71.64583333333333
4460649,14.65,0.3,69.54166666666667
4460658,9.95,0.0,51.3125
4460659,10.6,0.0,52.85416666666666
4460671,15.05,0.0,57.0625
4460674,16.1,0.0,62.75
4460675,18.6,0.0,62.72916666666666
4460676,17.6,0.0,61.22916666666666
4460697,22.6,0.0,66.20833333333333
4460706,24.8,0.0,68.4375
4460741,33.45,0.0,53.708333333333336
4460753,33.650000000000006,2.25,52.04166666666666
4460765,29.75,0.0,66.72916666666667
4460771,30.3,0.1,61.79166666666666
4460783,30.85,0.0,51.0
4460802,34.15,2.9,78.125
4460805,34.55,0.25,73.85416666666667
4460812,32.5,5.35,76.64583333333333
4460833,30.6,0.45,74.875
4460837,34.2,1.15,64.95833333333333
4460848,34.150000000000006,2.45,75.64583333333333
4460852,32.9,5.8,78.6875
4460854,32.45,7.899999999999999,81.66666666666667
4460870,36.15,4.65,81.6875
4460873,33.75,3.3,81.08333333333333
4460876,34.400000000000006,5.8,76.5625
4460879,33.45,5.15,81.72916666666667
4460880,31.8,5.0,82.83333333333333
4460894,21.0,0.0,72.72916666666667
4460897,22.1,1.25,72.27083333333333
4460900,6.7,0.45,48.47916666666666
4460933,24.55,0.8,62.16666666666666
4460934,25.7,0.0,62.60416666666666
4460939,28.3,0.0,54.5625
4460957,33.3,0.15,65.83333333333333
4460958,32.0,0.65,70.89583333333333
4460964,29.35,0.4,79.14583333333333
4460975,24.85,3.85,73.66666666666667
4460988,15.25,0.0,54.25
4460997,18.4,0.65,83.27083333333333
4461017,24.15,0.2,75.91666666666667
4461022,27.45,0.05,73.60416666666667
4461023,15.05,1.65,60.41666666666666
4461040,19.65,0.0,79.9375
4461044,12.3,0.0,55.270833333333336
4461045,12.25,0.0,58.9375
4461054,21.75,2.95,69.54166666666667
4461059,19.55,1.7,59.4375
4461060,19.55,1.7,59.4375
4461067,18.0,0.0,50.333333333333336
4461071,23.05,0.0,68.83333333333333
4461078,26.6,0.0,74.47916666666667
4461079,26.55,0.0,74.58333333333333
4461088,15.05,0.0,50.0
4461089,14.7,0.0,51.10416666666666
4461090,19.45,0.0,57.3125
4461097,27.15,0.0,69.39583333333333
4461099,24.4,0.0,64.6875
4461100,19.25,0.5,78.89583333333333
4461107,18.9,0.0,62.625
4461113,17.950000000000003,0.15,69.66666666666667
4461114,22.0,3.7,64.89583333333333
4461116,23.05,0.45,67.83333333333333
4461118,23.15,2.55,81.54166666666667
4461121,19.1,0.0,57.54166666666666
4461124,26.05,0.0,61.5
4461125,27.25,0.0,60.91666666666666
4461126,26.15,0.0,61.5
4461137,21.6,0.0,59.35416666666666
4461140,18.5,0.05,69.66666666666667
4461143,21.9,0.0,61.3125
4461147,12.95,0.0,45.85416666666666
4461151,21.85,4.5,87.25
4461154,19.25,0.0,57.47916666666666
4461182,24.55,0.0,63.5625
4461206,26.4,0.0,74.45833333333333
4461208,27.5,0.0,43.520833333333336
4461233,16.35,0.0,48.60416666666666
4461242,16.65,0.0,64.20833333333333
4461246,18.85,0.0,59.895833333333336
4461255,15.35,0.0,64.9375
4461256,21.05,0.0,73.45833333333333
4461264,25.25,0.2,60.91666666666666
4461265,22.7,0.0,62.91666666666666
4461266,24.4,0.2,64.125
4461274,33.25,0.0,54.395833333333336
4461290,7.05,0.0,44.958333333333336
4461307,17.35,0.0,68.89583333333333
4461311,7.9,0.0,40.22916666666666
4461312,15.8,0.0,51.895833333333336
4461317,19.15,0.2,71.4375
4461318,20.55,0.0,65.5
4461320,21.25,0.3,65.35416666666667
4461323,15.5,0.7,53.22916666666666
4461326,14.95,0.3,50.958333333333336
4461327,15.1,0.0,52.25
4461328,14.45,0.7,53.270833333333336
4461330,16.85,0.0,70.0625
4461331,23.1,0.0,73.02083333333333
4461344,4.7,0.0,42.520833333333336
4461355,16.6,0.75,55.208333333333336
4461373,16.200000000000003,0.05,76.58333333333333
4461376,13.7,3.5,81.33333333333333
4461377,13.0,0.45,62.60416666666666
4461378,11.8,0.0,61.833333333333336
4461384,15.6,0.0,60.91666666666666
4461402,17.5,0.15,62.020833333333336
4461412,23.05,0.0,77.85416666666667
4461427,12.95,0.0,46.9375
4461438,14.6,0.55,46.875
4461439,15.45,0.3,45.85416666666666
4461451,19.55,0.0,59.270833333333336
4461452,22.85,0.0,57.1875
4461453,23.3,0.0,57.145833333333336
4461456,23.8,1.6,73.14583333333333
4461457,23.2,3.15,76.0
4461458,20.05,0.2,63.708333333333336
4461464,25.95,0.0,73.45833333333333
4461470,23.75,0.0,67.91666666666667
4461476,21.15,1.25,72.22916666666667
4461484,27.950000000000003,2.0,70.83333333333333
4461485,26.9,2.0,71.41666666666667
4461487,25.55,0.95,68.5625
4461494,22.05,0.95,69.08333333333333
4461498,30.0,1.4,71.02083333333333
4461508,32.5,3.35,80.83333333333333
4461518,26.25,0.0,40.54166666666666
4461525,12.3,0.0,61.10416666666666
4461528,9.4,1.1,57.4375
4461537,14.9,0.0,66.70833333333333
4461558,22.4,0.2,73.75
4461559,27.7,0.0,72.54166666666667
4461572,28.7,0.0,50.47916666666666
4461737,19.8,0.0,79.27083333333333
4461738,14.45,0.0,57.10416666666666
4461762,17.9,0.0,66.8125
4461765,19.95,1.6,75.6875
4461771,16.5,0.35,70.35416666666667
4461774,16.15,1.5,67.08333333333333
4461776,20.0,0.0,53.72916666666666
4461777,19.85,0.0,54.3125
4461780,15.9,1.05,68.1875
4461789,16.0,0.45,74.20833333333333
4461804,16.1,0.0,60.958333333333336
4461805,21.9,0.0,82.8125
4461806,24.15,0.0,80.375
4461811,17.700000000000003,0.0,47.25
4461860,23.75,0.0,71.75
4461864,24.8,0.0,61.85416666666666
4461867,24.55,0.0,57.020833333333336
4461869,25.35,0.2,63.708333333333336
4461870,7.899999999999999,0.0,46.458333333333336
4461872,5.05,0.0,39.333333333333336
4461876,8.2,0.0,50.625
4461881,10.95,1.75,63.4375
4461885,11.8,3.8,65.70833333333333
4461892,23.05,0.0,64.3125
4461895,24.95,0.75,62.895833333333336
4461912,20.85,0.0,57.395833333333336
4461939,27.75,0.25,60.79166666666666
4462092,37.0,0.0,52.41666666666666
4462107,35.6,0.0,45.66666666666666
4462112,18.9,0.0,60.85416666666666
4462113,17.2,0.2,60.60416666666666
4462133,21.65,0.05,53.125
4462194,26.45,3.6,69.83333333333333
4462393,13.1,0.0,74.1875
4462406,25.95,1.3,45.3125
4462411,25.15,0.0,39.375
4462542,32.1,0.0,33.395833333333336
4462546,23.5,4.15,62.60416666666666
4462559,24.9,0.0,40.47916666666666
4462572,22.75,2.3,67.1875
4462574,22.200000000000003,0.0,36.54166666666666
4462603,20.200000000000003,0.7,51.66666666666666
4462609,17.15,0.05,56.125
4462625,29.3,0.0,37.66666666666666
4462649,13.3,0.8,68.83333333333333
4462823,28.4,0.0,40.895833333333336
4462838,25.3,0.0,50.583333333333336
4462842,26.5,0.15,39.04166666666666
4462894,33.65,0.0,29.75
4462896,23.6,0.0,46.54166666666666
4462897,24.35,0.2,43.75
4462903,22.95,0.55,52.0625
4462922,25.7,2.3,54.5
4462932,19.3,0.0,54.875
4462935,22.3,0.0,39.875
4462944,27.55,0.0,33.4375
4462945,29.65,0.0,30.375
4462948,20.55,0.0,59.5625
4462953,10.5,0.4499999999999999,55.125
4462977,30.75,0.9,61.29166666666666
4462983,31.3,0.0,43.208333333333336
4463074,29.25,0.0,34.729166666666664
4463091,31.9,0.6,61.22916666666666
4463123,22.15,0.0,46.79166666666666
4463167,25.65,0.0,41.85416666666666
4463204,33.099999999999994,0.0,44.22916666666666
4463281,8.55,0.0,49.020833333333336
4463300,24.45,0.0,38.458333333333336
4463301,29.4,3.4,59.97916666666666
4463344,28.75,2.2,56.708333333333336
4463432,24.2,0.15,45.5625
4463453,32.0,0.15,33.729166666666664
4463525,13.15,0.0,46.04166666666666
4463559,21.15,0.0,23.89583333333333
4463600,29.55,0.25,39.833333333333336
4463601,27.5,0.5,41.0
4463608,26.15,3.7,47.708333333333336
4463693,10.75,0.0,58.4375
4463694,1.05,0.0,29.8125
4463695,15.15,0.0,40.958333333333336
4463697,8.7,0.0,45.97916666666666
4463700,23.4,0.05,53.25
4463710,26.9,1.0,59.6875
4463717,32.55,0.55,55.75
4463718,33.75,0.45,15.166666666666666
4463724,33.5,0.75,16.458333333333332
4463725,30.85,6.4,66.35416666666667
4463729,26.85,0.2,29.9375
4463730,29.85,0.8,31.58333333333333
4463744,31.35,1.7000000000000002,55.583333333333336
4463745,29.5,0.3,30.75
4463749,13.75,0.0,55.85416666666666
4463750,4.0,0.0,37.625
4463815,27.05,1.2,35.125
4463873,25.1,1.8,68.77083333333333
4463892,13.7,0.0,25.729166666666668
4463937,27.0,0.8,43.79166666666666
4463959,27.25,0.1,51.020833333333336
4464000,26.5,0.35,34.708333333333336
4464011,24.15,0.1,42.4375
4464067,18.2,0.0,34.333333333333336
4464074,24.9,0.0,9.395833333333334
4464080,24.85,0.0,21.0625
4464084,33.45,0.0,13.958333333333334
4464085,31.75,0.0,16.520833333333332
4464094,35.55,0.0,17.291666666666668
4464095,39.4,0.4,21.39583333333333
4464097,36.85,0.0,18.1875
4464098,36.7,0.0,19.58333333333333
4464099,34.85,0.15,23.604166666666668
4464100,35.25,0.9,17.708333333333332
4464112,35.05,0.0,22.479166666666668
4464115,33.65,0.25,28.95833333333333
4464117,33.6,0.7999999999999999,29.83333333333333
4464133,27.85,0.0,13.458333333333334
4464146,30.55,0.1,24.0625
4464155,28.65,2.25,52.020833333333336
4464165,25.1,0.3,45.5625
4464168,27.55,0.55,44.47916666666666
4464182,27.8,0.55,48.145833333333336
4464214,18.9,0.5,28.02083333333333
4464222,20.5,2.4,47.3125
4464249,22.35,6.0,80.125
4464257,27.6,0.0,41.520833333333336
4464281,25.65,2.4,71.0625
4464296,18.450000000000003,0.0,18.77083333333333
4464308,35.3,0.05,29.354166666666668
4464467,36.55,0.5,27.104166666666668
4464494,29.0,1.55,29.416666666666668
4464524,22.05,1.25,55.29166666666666
4464550,22.9,2.7,65.5
4464569,28.3,1.45,54.75
4464573,20.9,6.5,81.35416666666667
4464584,19.3,0.05,51.9375
4464694,15.3,0.0,64.97916666666667
4464715,26.55,0.0,12.9375
4464751,22.8,0.0,25.45833333333333
4464755,16.8,5.949999999999999,72.41666666666667
4464756,18.85,0.0,40.270833333333336
4464773,32.85,0.05,28.375
4464783,22.75,0.4,40.04166666666666
4464878,17.8,0.0,52.895833333333336
4464911,30.8,0.1,31.77083333333333
4464949,28.5,0.0,36.3125
4464950,30.0,0.0,40.41666666666666
4464982,28.2,0.0,31.70833333333333
4464983,24.75,0.0,35.770833333333336
4464984,25.55,0.0,32.583333333333336
4464996,25.200000000000003,0.75,50.645833333333336
4465029,26.5,0.0,30.8125
4465062,23.9,0.0,11.9375
4465076,25.95,0.85,20.604166666666668
4465078,23.9,0.6,33.625
4465097,29.95,2.6500000000000004,37.85416666666666
4465101,19.6,1.95,66.125
4465108,31.1,3.15,38.75
4465117,32.75,0.0,14.958333333333334
4465141,20.3,0.0,33.104166666666664
4465142,18.3,0.0,42.770833333333336
4465176,26.55,0.15,35.9375
4465194,29.6,0.0,34.041666666666664
4465213,26.25,0.0,22.58333333333333
4465231,32.25,0.0,27.125
4465262,31.75,0.0,32.708333333333336
4465268,19.55,0.0,59.395833333333336
4465318,30.0,0.0,55.0
4465335,33.0,0.0,35.458333333333336
4465337,19.9,0.0,30.0
4465349,28.65,0.0,26.0625
4465446,31.35,0.0,59.645833333333336
4465462,30.950000000000003,0.0,60.645833333333336
4465470,30.35,0.0,60.333333333333336
4465485,30.85,0.0,54.645833333333336
4465541,28.6,0.15,23.916666666666668
4465547,27.1,0.0,28.104166666666668
4465553,32.0,0.0,16.708333333333332
4465570,28.8,0.15,25.979166666666668
4465571,30.4,0.0,23.666666666666668
4465602,33.900000000000006,0.0,24.354166666666668
4465607,24.65,0.0,27.875
4465616,29.65,1.2,30.5625
4465619,13.9,0.3,35.0
4465631,23.5,0.0,25.875
4465634,23.6,6.45,48.66666666666666
4465662,26.950000000000003,0.85,40.8125
4465663,25.0,0.85,43.04166666666666
4465667,27.35,1.25,33.0625
4465701,33.849999999999994,0.0,47.04166666666666
4465705,31.15,0.0,34.458333333333336
4465708,26.85,0.0,49.770833333333336
4465729,33.1,1.95,52.5625
4465734,31.15,0.0,26.27083333333333
4465745,34.849999999999994,0.0,23.25
4465747,27.05,0.0,20.666666666666668
4465754,28.5,0.0,45.5625
4465757,29.95,0.0,21.25
4465767,30.4,0.0,38.770833333333336
4465775,31.45,0.1,55.16666666666666
4465777,28.55,0.0,63.583333333333336
4465792,25.450000000000003,1.2,32.333333333333336
4465795,30.6,1.2,32.979166666666664
4465798,23.45,2.35,36.375
4465806,28.15,2.45,29.416666666666668
4465816,30.55,1.2,27.14583333333333
4465819,25.5,0.0,37.66666666666666
4465827,27.75,0.0,58.6875
4465908,26.25,0.05,25.375
4465952,28.6,0.85,38.41666666666666
4465955,25.85,1.3,45.29166666666666
4465958,28.85,1.9,34.3125
4465960,30.85,2.3,30.4375
4465964,28.35,1.05,44.16666666666666
4465968,25.35,0.8,37.270833333333336
4465970,30.4,0.8,38.8125
4465978,28.15,0.85,38.29166666666666
4465983,29.3,2.05,36.520833333333336
4465988,32.15,0.35,20.08333333333333
4465998,25.55,2.05,39.0
4466002,25.7,2.05,39.0625
4466004,23.45,0.0,42.72916666666666
4466070,27.35,0.35,27.8125
4466084,32.35,0.35,20.104166666666668
4466085,30.35,0.1,22.291666666666668
4466090,30.55,0.0,22.375
4466091,30.55,0.0,22.375
4466093,34.8,0.1,18.125
4466095,28.2,0.1,29.291666666666668
4466108,29.200000000000003,0.1,25.4375
4466109,27.05,1.4,37.0625
4466112,30.1,0.0,31.375
4466114,31.25,0.35,24.08333333333333
4466116,30.35,0.35,23.791666666666668
4466123,32.3,0.0,30.45833333333333
4466159,18.75,0.0,40.47916666666666
4466192,18.0,0.0,49.35416666666666
4466194,30.0,0.0,38.29166666666666
4466215,23.65,0.0,45.020833333333336
4466220,26.9,0.0,37.895833333333336
4466228,15.8,0.0,36.395833333333336
4466280,31.7,0.0,18.1875
4466283,34.3,0.0,41.66666666666666
4466314,36.85,0.0,26.916666666666668
4466321,36.6,0.0,23.3125
4466371,30.0,0.0,22.14583333333333
4466397,29.75,1.2,37.833333333333336
4466400,29.700000000000003,1.05,39.47916666666666
4466410,28.15,1.1,44.083333333333336
4466426,33.3,0.0,41.833333333333336
4466450,29.4,1.85,32.645833333333336
4466454,28.8,1.85,38.66666666666666
4466468,28.9,0.85,36.60416666666666
4466475,27.8,0.85,35.270833333333336
4466476,27.35,0.85,38.0625
4466495,26.55,1.05,35.854166666666664
4466505,28.200000000000003,1.45,35.3125
4466506,27.95,1.55,41.333333333333336
4466508,30.25,0.9,26.6875
4466510,28.25,0.0,36.60416666666666
4466518,29.05,1.2,36.41666666666666
4466529,36.15,0.0,21.791666666666668
4466537,32.65,0.9,30.27083333333333
4466551,36.0,0.0,21.479166666666668
4466552,39.0,0.0,21.64583333333333
4466566,23.9,1.7,52.04166666666666
4466578,34.05,0.0,16.770833333333332
4466582,31.6,0.0,28.52083333333333
4466588,27.2,0.0,37.770833333333336
4466597,29.95,0.0,30.5
4466601,24.35,0.0,38.35416666666666
4466602,24.7,0.0,35.145833333333336
4466603,27.45,0.0,32.333333333333336
4466665,33.9,0.0,24.89583333333333
4466670,25.1,0.0,37.29166666666666
4466715,33.05,0.2,19.625
4466721,30.5,0.0,26.02083333333333
4466722,28.4,1.1,30.916666666666668
4466723,28.6,0.2,30.375
4466727,27.25,0.2,34.1875
4466730,24.8,0.6,38.333333333333336
4466731,27.35,0.2,31.52083333333333
4466899,29.25,0.2,30.166666666666668
4466953,33.5,0.0,26.6875
4467039,30.85,2.35,55.16666666666666
4467040,23.65,2.7,58.145833333333336
4467053,31.950000000000003,2.3000000000000003,49.895833333333336
4467087,34.0,2.3000000000000003,47.41666666666666
4467095,26.1,2.8,61.875
4467139,30.15,0.0,33.75
4467151,22.65,0.0,48.083333333333336
4467152,23.450000000000003,0.0,37.97916666666666
4467184,25.45,0.0,38.1875
4467225,32.349999999999994,0.0,33.979166666666664
4467355,31.2,0.6,38.91666666666666
4467403,23.3,1.2000000000000002,62.458333333333336
4467430,19.0,0.25,72.47916666666667
4467435,30.1,0.25,45.145833333333336
4467500,27.3,0.9,39.375
4467513,28.5,0.1,33.854166666666664
4467524,20.8,0.0,60.35416666666666
4467601,32.5,0.0,33.104166666666664
4467649,35.45,2.3000000000000003,44.8125
4467693,33.5,0.2,37.833333333333336
4467694,30.05,3.4000000000000004,52.79166666666666
4467709,29.25,1.8,40.3125
4467720,35.15,0.1,43.145833333333336
4467845,29.45,0.0,58.583333333333336
4467909,25.05,0.2,38.8125
4468000,19.05,0.15,67.08333333333333
4468015,23.75,1.2999999999999998,51.583333333333336
4468023,20.5,1.85,80.14583333333333
4468030,20.200000000000003,2.25,70.79166666666667
4468096,36.1,0.05,36.25
4468117,27.950000000000003,0.25,35.0
4468225,30.8,0.0,34.166666666666664
4468226,32.55,0.0,40.958333333333336
4468228,28.25,0.0,53.270833333333336
4468357,21.85,0.0,57.3125
4468374,24.65,0.0,51.91666666666666
4468438,19.6,0.0,43.4375
4468504,9.2,1.75,64.97916666666667
4468506,19.65,0.0,65.25
4468510,16.4,0.0,57.875
4468511,17.75,0.0,59.5
4468512,14.3,0.0,49.10416666666666
4468514,11.8,0.0,53.375
4468517,20.8,0.0,66.125
4468518,20.55,0.0,56.6875
4468523,31.0,3.85,70.64583333333333
4468526,32.05,2.1,76.85416666666667
4468531,29.8,0.85,63.79166666666666
4468534,33.599999999999994,3.9,66.60416666666667
4468536,33.45,2.25,77.33333333333333
4468542,17.55,16.95,87.9375
4468554,15.5,0.0,50.97916666666666
4468555,14.95,0.0,51.16666666666666
4468556,19.0,1.85,72.52083333333333
4468560,16.55,0.0,56.3125
4468562,20.700000000000003,0.0,56.16666666666666
4468564,21.3,0.0,73.125
4468568,22.75,0.1,72.125
4468587,22.200000000000003,0.0,54.25
4468595,21.35,0.0,58.79166666666666
4468600,30.0,2.05,54.375
4468604,30.85,0.75,62.583333333333336
4468606,28.700000000000003,0.8,73.375
4468617,12.2,0.0,62.04166666666666
4468620,12.15,0.2,63.145833333333336
4468639,27.35,0.0,76.91666666666667
4468641,21.55,0.0,55.9375
4468642,20.7,0.0,54.66666666666666
4468644,19.5,0.0,66.9375
4468647,18.55,0.0,51.895833333333336
4468651,25.65,0.0,66.85416666666667
4468683,32.15,0.0,62.770833333333336
4468684,31.25,1.05,68.27083333333333
4468693,30.9,0.0,48.8125
4468699,26.3,0.0,50.8125
4468703,25.3,0.35,69.91666666666667
4468708,26.05,0.0,48.895833333333336
4468721,17.8,0.0,52.875
4468743,18.9,0.0,62.60416666666666
4468745,21.95,0.0,72.02083333333333
4468751,23.05,1.4,66.0
4468757,22.05,0.0,58.0
4468760,15.55,0.6,62.770833333333336
4468766,31.5,0.0,63.458333333333336
4468769,27.9,0.0,59.395833333333336
4468837,33.55,0.1,58.22916666666666
4468841,33.35,0.8,74.625
4468842,35.15,2.35,67.20833333333333
4468849,32.6,3.4,78.72916666666667
4468853,31.8,7.6,80.77083333333333
4468854,34.5,1.25,71.64583333333333
4468856,30.1,2.35,83.35416666666667
4468870,29.75,0.2,59.8125
4468879,16.45,0.0,59.4375
4468886,16.700000000000003,0.0,58.395833333333336
4468890,24.6,0.0,63.6875
4468891,27.0,0.35,71.72916666666667
4468901,26.95,0.4,70.77083333333333
4468910,34.2,0.05,63.458333333333336
4468911,35.25,0.75,62.10416666666666
4468916,35.95,2.85,62.5
4468922,35.8,2.55,60.4375
4468930,36.9,3.1,64.72916666666667
4468939,33.35,0.0,69.79166666666667
4468949,18.6,0.0,60.5625
4468953,18.9,0.0,67.75
4468956,20.15,0.0,57.583333333333336
4468970,20.5,6.65,68.91666666666667
4468971,21.75,0.0,62.35416666666666
4469014,24.25,0.0,64.5625
4469026,18.950000000000003,0.0,60.375
4469031,17.95,0.0,57.458333333333336
4469033,15.25,0.0,62.083333333333336
4469040,24.1,0.0,64.52083333333333
4469046,5.65,0.0,43.41666666666666
4469047,12.6,1.55,58.375
4469048,10.6,0.15,54.083333333333336
4469049,8.95,0.15,58.16666666666666
4469056,10.15,0.5,54.5
4469058,18.5,2.25,71.14583333333333
4469069,27.05,0.1,72.0625
4469071,31.55,1.8,66.22916666666667
4469073,23.2,0.0,62.10416666666666
4469074,27.65,0.0,57.60416666666666
4469080,27.95,0.0,59.72916666666666
4469084,14.45,0.0,59.3125
4469087,12.2,1.25,66.0
4469104,18.65,0.0,60.083333333333336
4469119,39.25,1.35,57.85416666666666
4469137,21.35,1.2,56.020833333333336
4469150,9.3,2.55,74.02083333333333
4469157,18.25,0.0,58.958333333333336
4469160,18.200000000000003,0.0,58.125
4469161,11.8,0.0,58.16666666666666
4469172,15.65,0.0,66.08333333333333
4469181,15.05,2.4,62.47916666666666
4469183,17.1,0.0,55.9375
4469198,20.8,0.95,77.33333333333333
4469200,8.35,1.5,62.0
4469205,21.35,0.0,56.79166666666666
4469206,19.75,0.0,54.8125
4469211,22.35,0.0,56.29166666666666
4469244,25.35,0.25,65.875
4469245,26.55,0.25,61.04166666666666
4469249,25.05,8.0,81.625
4469250,28.7,0.0,64.35416666666667
4469263,25.9,3.4,80.9375
4469276,19.2,0.0,71.60416666666667
4469280,20.4,0.0,72.35416666666667
4469282,11.7,0.0,65.02083333333333
4469313,17.5,0.0,43.91666666666666
4469336,32.8,1.0,56.583333333333336
4469370,25.1,0.25,81.875
4469377,24.950000000000003,0.35,78.02083333333333
4469382,22.9,0.0,74.125
4469383,25.75,0.7,80.33333333333333
4469386,24.200000000000003,0.15,62.0
4469389,32.45,5.15,59.60416666666666
4469445,15.9,0.0,49.708333333333336
4469542,18.200000000000003,1.5,92.1875
4469543,19.35,0.0,56.708333333333336
4469602,38.1,1.05,62.54166666666666
4469606,27.15,0.0,71.35416666666667
4469625,34.3,1.5,69.70833333333333
4469650,8.600000000000001,0.6,58.29166666666666
4469654,17.2,2.7,63.10416666666666
4469655,19.9,0.0,71.39583333333333
4469658,12.05,0.0,57.3125
4469659,16.75,0.0,54.91666666666666
4469666,21.05,0.0,66.10416666666667
4469669,9.8,3.8,74.8125
4469670,9.5,1.6,63.91666666666666
4469675,12.65,0.0,64.3125
4469676,5.8,0.0,57.3125
4469677,12.65,0.0,64.3125
4469679,7.1,0.0,56.10416666666666
4469682,13.5,0.0,64.02083333333333
4469685,13.7,0.0,67.375
4469778,20.9,0.0,69.70833333333333
4469816,19.8,0.25,56.645833333333336
4469835,25.25,6.0,59.25
4469854,20.75,0.2,61.333333333333336
4469876,32.55,0.0,38.958333333333336
4469878,21.15,2.55,58.79166666666666
4469879,25.65,2.55,57.083333333333336
4469883,23.8,0.0,48.958333333333336
4469919,17.95,4.7,67.10416666666667
4469921,23.25,0.35,55.5625
4469929,19.25,0.0,41.770833333333336
